Title,Price,Material A,A Percent,Material B,B Percent
& Other Stories mock neck jumper in grey,£24.00,Polyester,0.52,Acrylic,0.38
Topshop hand knitted chunky cable jumper in stone,£24.00,Polyester,0.7,Acrylic,0.2
Vero Moda high neck jumper with wide sleeve in cream,£24.00,Polyester,0.52,Acrylic,0.41
Bershka quarter zip oversized jumper in black & white stripe,£24.00,Polyester,0.52,Cotton,0.48
Vero Moda lightweight v neck knitted jumper in pink ,£24.00,Acrylic,0.7,Nylon,0.27
Vila cable knit jumper with puff sleeves in cream,£24.00,Polyester,1.0,NaN,0.0
ASOS DESIGN Tall fluffy rib jumper with crew neck in black ,£24.00,Acrylic,0.5,Polyester,0.5
Threadbare Charlie quarter zip shawl neck jumper in black,£24.00,Acrylic,1.0,NaN,0.0
Vero Moda Tall high neck knitted jumper in cream,£24.00,Acrylic,0.7,Nylon,0.27
Bershka roll neck jumper in sand,£24.00,Polyester,1.0,NaN,0.0
Topshop knitted volume sleeve fluffy stripe jumper in blue & white,£24.00,Polyester,1.0,NaN,0.0
Vero Moda longline knitted jumper in dark green,£24.00,Acrylic,0.7,Nylon,0.27
ASOS DESIGN oversized jumper in charcoal and navy stripe,£24.00,Acrylic,0.8,Polyester,0.2
ASOS DESIGN fitted jumper with grown on neck in fluffy yarn in cream,£24.00,Polyester,1.0,NaN,0.0
Stradivarius knit and sheer stripe jumper in black ,£24.00,Acrylic,0.72,Polyester,0.28
Stradivarius oversized knitted jumper in grey ,£24.00,Viscose,0.53,Polyester,0.3
Bershka roll neck jumper in grey,£24.00,Polyester,0.97,Elastane,0.03
Threadbare Plus Willow hoody jumper in navy,£24.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN jumper with off centre collar detail in blue,£24.00,Acrylic,0.6,Polyester,0.4
Vero Moda lightweight v neck knitted jumper in grey melange,£24.00,Acrylic,0.7,Nylon,0.27
ASOS DESIGN crop cardigan with button through collar in butter yellow,£24.00,Acrylic,0.6,Polyester,0.4
Weekday Annie knitted jumper in blue melange,£24.00,Polyamide,0.48,Polyester,0.42
Topshop knitted high neck large cable crop jumper in blue,£24.00,Polyester,1.0,NaN,0.0
Vero Moda wrap cardigan in grey melange,£24.00,Polyester,0.8,Viscose,0.2
JDY longline cardigan in black,£24.00,Viscose,0.52,Polyester,0.28
Threadbare Ski high neck printed jumper in multi,£24.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN oversized crew neck jumper with balloon sleeves in stone,£24.00,Acrylic,0.88,Nylon,0.12
Miss Selfridge chunky rib knit crop bardot with wide sleeves in oatmeal ,£24.00,Polyester,0.57,Acrylic,0.41
Monki high neck jumper in off white,£24.00,Polyester,0.55,Acrylic,0.45
Bershka chunky crew neck jumper in sand & black stripe,£24.00,Polyester,0.53,Acrylic,0.28
ASOS DESIGN knitted striped longline cardigan in pink and khaki,£24.00,Acrylic,0.8,Nylon,0.2
Pull&Bear ribbed long sleeved jumper in ecru stripe,£24.00,Viscose,0.5,Polyester,0.28
ASOS DESIGN crew neck jumper in rib in khaki,£24.00,Polyester,0.5,Nylon,0.35
Vila v neck jumper with puff sleeves in black,£24.00,Viscose,0.5,Nylon,0.27
ASOS DESIGN crop cable jumper with high neck in fluffy yarn in grey,£24.00,Acrylic,0.76,Polyester,0.24
Topshop knitted boxy space dye jumper in grey,£24.00,Polyester,0.62,Acrylic,0.38
ASOS DESIGN cable cardigan with embellishment in cream,£24.00,Polyester,0.52,Acrylic,0.48
ASOS DESIGN chunky stitch cardigan in cream,£24.00,Acrylic,0.65,Polyester,0.35
ASOS DESIGN crop cable jumper in boxy fit in cream,£24.00,Polyester,0.7,Acrylic,0.2
Mango button detail cardigan in black,£24.00,Acrylic,1.0,NaN,0.0
Topshop knitted boucle contrast rib cardigan in charcoal,£24.00,Polyester,0.7,Acrylic,0.28
COLLUSION Unisex knitted ribbed oversized rollneck jumper in neutral,£24.00,Acrylic,1.0,NaN,0.0
Mango stripe round neck jumper in beige and light blue,£24.00,Acrylic,0.47,Polyester,0.45
Pieces high neck ribbed jumper in charcoal,£24.00,Polyester,0.52,Acrylic,0.26
Pimkie half zip jumper in white and navy stripe,£24.00,Viscose,0.5,Polyester,0.3
Vila knitted high neck jumper in red stripe,£24.00,Polyester,0.92,Wool,0.08
ASOS DESIGN Curve edge to edge cardigan in black,£24.00,Acrylic,0.5,Polyester,0.5
Violet Romance ribbed cropped jumper in colour block,£24.00,Viscose,0.52,Polyester,0.3
New Look lace knitted top in black,£24.00,Cotton,0.6,Polyamide,0.4
ASOS DESIGN Petite crew neck boxy jumper with seam front in blue,£24.00,Cotton,0.6,Acrylic,0.4
ASOS DESIGN knitted oversized shirt in stripe,£24.00,Acrylic,0.88,Cotton,0.12
Mango bomber cardigan in black,£24.00,Polyamide,0.58,Viscose,0.42
& Other Stories wool blend high neck oversize jumper in ecru melange,£24.00,Wool,0.6,Polyamide,0.27
Miss Selfridge lash striped jumper in mono,£24.00,Polyamide,0.66,Acrylic,0.34
New Look cowl neck longline knitted top in grey,£24.00,Polyester,0.95,Elastane,0.05
Reclaimed Vintage knitted flute sleeve jumper with contrast grey detail.,£24.00,Acrylic,0.84,Nylon,0.16
ASOS DESIGN wrap jumper with cable stitch in pink,£24.00,Polyester,0.81,Acrylic,0.16
Mango cardigan in stripe ,£24.00,Viscose,0.71,Polyester,0.17
ASOS DESIGN knitted off shoulder bardot jumper in teddy yarn in tan,£24.00,Polyester,1.0,NaN,0.0
Vila knitted jumper in black ,£24.00,Acrylic,1.0,NaN,0.0
River Island wrap front jumper in black,£24.00,Polyester,1.0,NaN,0.0
Monki long sleeve jumper with collar in brown,£24.00,Cotton,0.57,Polyester,0.4
Threadbare Grace roll neck jumper in pink,£24.00,Acrylic,1.0,NaN,0.0
Threadbare Ski roll neck jumper in pink argyle,£24.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN Curve edge to edge cardigan in polyester blend in grey,£24.00,Acrylic,0.5,Polyester,0.5
ASOS DESIGN fitted jumper with grown on neck in fluffy yarn in blue,£24.00,Polyester,1.0,NaN,0.0
Weekday Ada lightweight knit jumper in black,£24.00,Cotton,0.84,Polyamide,0.16
ASOS DESIGN knitted top with sweetheart neck and lace up front detail in camel,£24.00,Viscose,0.68,Polyamide,0.32
Vero Moda seam detail jumper in beige,£24.00,Viscose,0.5,Polyester,0.28
Topshop knitted premium open stitch jumper in orange,£24.00,Polyester,0.51,Acrylic,0.34
ASOS DESIGN boxy fit collar jumper with step hem and side splits in green,£24.00,Polyester,0.65,Acrylic,0.21
Cotton:On cable crew neck pullover jumper in black,£24.00,Polyester,0.88,Polyamide,0.12
Only jumper in lime and lilac stripe,£24.00,Polyester,1.0,NaN,0.0
ASOS DESIGN super soft co-ord brushed rib long sleeve v back in winter white,£24.00,Polyester,0.53,Cotton,0.41
Reclaimed Vintage plated knitted jumper in grey,£24.00,Acrylic,1.0,NaN,0.0
Pimkie v neck jumper in navy and white stripe,£24.00,Acrylic,0.61,Polyester,0.3
New Look lace neck jumper in black,£24.00,Acrylic,0.68,Polyester,0.3
Bershka cable knit cropped jumper in grey,£24.00,Polyester,0.63,Acrylic,0.27
ASOS DESIGN button front shirred cardigan in acid wash in khaki,£24.00,Cotton,1.0,NaN,0.0
Cotton:On soft roll neck knit top in white,£24.00,Polyamide,0.45,Acrylic,0.3
Violet Romance Tall roll neck cable knit cropped jumper in chocolate brown,£24.00,Acrylic,1.0,NaN,0.0
Mango soft touch high neck jumper in beige,£24.00,Acrylic,0.62,Polyester,0.34
Only pointelle lightweight jumper in bright pink,£24.00,Polyester,0.82,Acrylic,0.15
Threadbare Plus wrap front cardigan in black,£24.00,Acrylic,1.0,NaN,0.0
Threadbare Ivy fluffy v neck oversized jumper in navy,£24.00,Nylon,0.6,Acrylic,0.4
ASOS DESIGN oversized crew neck jumper with balloon sleeves in green,£24.00,Acrylic,0.88,Nylon,0.12
ASOS DESIGN jumper with asymmetric neck in cream,£24.00,Acrylic,0.5,Cotton,0.5
Miss Selfridge chunky longline cardigan in cream ,£24.00,Acrylic,1.0,NaN,0.0
Pieces fluffy cropped jumper in black & white heart print,£24.00,Polyester,1.0,NaN,0.0
ASOS DESIGN crew neck jumper in rib in cream,£24.00,Polyester,0.5,Nylon,0.35
ASOS DESIGN jumper with balloon sleeve in textured yarn in lilac,£24.00,Polyester,0.58,Acrylic,0.29
NA-KD high neck fluffy jumper in black,£24.00,Polyester,0.63,Polyamide,0.37
ASOS DESIGN heart pointelle neat fit cardigan in ivory,£24.00,Cotton,1.0,NaN,0.0
Bershka chunky high neck jumper in black and white stripe,£24.00,Polyester,1.0,NaN,0.0
The Frolic rib detail long sleeve cropped jumper in black,£24.00,Viscose,0.51,Polyester,0.29
ASOS DESIGN asymmetric jumper with button through detail in camel,£24.00,Polyester,0.89,Polyamide,0.06
Daisy Street Y2K crop cable knit cardigan,£50.00,Polyester,1.0,NaN,0.0
ASOS DESIGN super soft co-ord ribbed roll neck with tie back in winter white,£24.00,Polyester,0.53,Cotton,0.41
New Look 2 in 1 cable knit jumper in light grey,£24.00,Acrylic,0.72,Polyester,0.25
Pieces tinsel style Christmas jumper in baby blue,£50.00,Polyester,0.54,Nylon,0.46
Tammy Girl asymmetric neckline jumper with sleeve detail in open pink stripe knit,£50.00,Polyester,1.0,NaN,0.0
Pieces roll neck jumper in baby blue with lilac stripe,£50.00,Polyester,1.0,NaN,0.0
Reclaimed Vintage unisex splied patchwork & stripe knitted jumper,£50.00,Cotton,0.6,Acrylic,0.4
New Look ribbed midi cardigan in black,£50.00,Polyester,0.96,Elastane,0.04
ASOS DESIGN Tall knitted top with knot front and cut out detail in brown,£50.00,Viscose,0.67,Polyamide,0.33
Stradivarius v neck knitted jumper in oatmeal,£50.00,Viscose,0.71,Nylon,0.29
Reclaimed Vintage slash neck laddered knit jumper in black,£50.00,Acrylic,0.76,Nylon,0.24
COLLUSION distressed knit tie detail cardigan in black,£50.00,Polyester,0.98,Elastane,0.02
Vero Moda knitted polo top in cream,£50.00,Cotton,0.95,Elastane,0.05
Vero Moda knitted rib wrap top in cream,£50.00,Cotton,0.95,Elastane,0.05
Object wrap front knitted cardigan in deep green,£50.00,Viscose,0.5,Nylon,0.27
French Connection high neck zip jumper in white and marine stripe ,£50.00,Cotton,0.95,Elastane,0.05
ASOS DESIGN crew neck jumper with wide cuff and split in alpaca wool blend in blue,£50.00,Alpaca,0.34,Nylon,0.34
Wednesday's Girl oversized jumper button front collar jumper in blue,£50.00,Acrylic,1.0,NaN,0.0
& Other Stories cut out boucle jumper in black,£50.00,Polyamide,0.56,Wool,0.44
ASOS DESIGN chunky coatigan in cable knit in grey,£50.00,Polyester,1.0,NaN,0.0
& Other Stories mock neck jumper in grey melange,£50.00,Cotton,1.0,NaN,0.0
Minga London oversized knitted jumper with plaid star in black,£50.00,Polyacrylic,0.57,Polyamide,0.29
ASOS DESIGN casual shrug in grey marl,£50.00,Cotton,0.56,Polyester,0.44
& Other Stories wool blend polo collar jumper in purple melange,£50.00,Wool,0.39,Mohair,0.3
Weekday Fiona chunky knit jumper in oatmeal melange,£50.00,Polyamide,0.48,Polyester,0.42
Only cropped scallop edge heart jumper in white,£50.00,Acrylic,0.75,Polyester,0.25
Vero Moda longline chuck on cardigan in camel,£50.00,Polyester,0.94,Elastane,0.03
Daisy Street fitted 90s raglan jumper,£50.00,Polyester,1.0,NaN,0.0
Morgan knitted button detail jumper in green,£50.00,Viscose,0.7,Polyamide,0.3
ASOS DESIGN cable jumper with high neck in pink,£50.00,Acrylic,0.7,Polyester,0.3
Pimkie sweetheart neckline jumper in ivory,£50.00,Viscose,0.7,Polyamide,0.3
ASOS DESIGN sheer knitted top with asymmetric neckline in cream,£50.00,Viscose,0.75,Polyester,0.25
JDY roll neck fluffy jumper in blue leopard print,£50.00,Polyester,0.5,Acrylic,0.32
& Other Stories mock neck sweater in beige,£50.00,Polyester,0.52,Acrylic,0.38
Mango salt and pepper jumper in grey,£50.00,Cotton,0.59,Polyester,0.41
Only crew neck jumper in grey,£50.00,Polyester,0.93,Nylon,0.04
Selected Femme crewneck longline knitted jumper in black with white stripes,£50.00,Cotton,1.0,NaN,0.0
The Frolic sleeve detail ribbed jumper in black,£50.00,Viscose,0.51,Polyester,0.29
Pieces ombre stripe jumper in cream,£50.00,Polyester,0.52,Acrylic,0.35
Wednesday's Girl oversized roll neck jumper rib knit in lilac,£50.00,Acrylic,1.0,NaN,0.0
Vero Moda oversized button through cardigan in cream,£50.00,Acrylic,0.7,Nylon,0.27
Cotton:On crew neck jumper in black,£50.00,Cotton,1.0,NaN,0.0
Vero Moda v neck textured knit jumper in orange ,£50.00,Polyester,1.0,NaN,0.0
River Island mixed cable knit jumper in cream,£50.00,Acrylic,0.84,Nylon,0.1
Fred Perry mock neck jumper in black ,£50.00,Polyurethane,0.4,Wool,0.4
Vero Moda roll neck jumper in black mono stripe,£50.00,Viscose,0.5,Polyester,0.28
Stradivarius destroyed open knit jumper in black ,£50.00,Acrylic,1.0,NaN,0.0
Noisy May scoop neck jumper in black,£50.00,Acrylic,0.5,Cotton,0.5
Daisy Street zip collar jumper in space knit,£50.00,Polyester,1.0,NaN,0.0
Stradivarius high neck cable knit jumper in bitter chocolate,£50.00,Acrylic,0.79,Polyester,0.21
Mango cable knit jumper with stitch neckline in white,£50.00,Polyester,0.86,Acrylic,0.06
ASOS DESIGN Curve oversize jumper with cowl neck in rib in cream,£50.00,Acrylic,1.0,NaN,0.0
Threadbare Plus fluffy v neck slouchy jumper in black,£50.00,Acrylic,0.76,Nylon,0.21
Vero Moda Tall high neck oversized stripe jumper in cream and brown,£50.00,Polyester,0.67,Acrylic,0.24
JDY 2 in 1 shirt jumper in grey,£50.00,Acrylic,0.76,Polyester,0.21
Daisy Street vintage style shaggy cardigan in green space knit,£50.00,Polyester,1.0,NaN,0.0
AllSaints Lou oversized v-neck jumper in black and grey,£50.00,Acrylic,0.4,Nylon,0.3
Only cropped ribbed jumper in black,£50.00,Viscose,0.8,Nylon,0.2
Only cropped ribbed jumper in light blue,£50.00,Acrylic,1.0,NaN,0.0
Pieces textured stripe jumper in brown,£50.00,Polyester,0.48,Acrylic,0.39
JDY ribbed round neck jumper in black,£50.00,Viscose,0.8,Nylon,0.2
Vero Moda premium oversized longline jumper with seam detail in cream,£50.00,Polyester,0.5,Acrylic,0.45
Noisy May open knit jumper in grey,£36.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN zip through rib cardigan in cream,£36.00,Acrylic,1.0,NaN,0.0
Only chunky knit jumper in blue and white space dye,£36.00,Acrylic,0.8,Polyester,0.2
Cotton:On fluffy jumper in zebra print,£36.00,Polyamide,0.75,Polyester,0.25
Stradivarius cardigan in black,£36.00,Polyester,1.0,NaN,0.0
ASOS DESIGN jumper with high neck in animal pattern ,£36.00,Acrylic,1.0,NaN,0.0
JDY puff sleeve jumper in chocolate,£36.00,Polyester,0.51,Acrylic,0.46
ASOS DESIGN wrap jumper with cable stitch in grey ,£36.00,Polyester,0.81,Acrylic,0.16
ASOS DESIGN super soft brushed rib long sleeve top co-ord v back in black,£36.00,Polyester,0.53,Cotton,0.41
Topshop knitted graphic rose jumper in black,£36.00,Acrylic,0.81,Nylon,0.1
ASOS DESIGN knitted off shoulder button through cardigan in green,£36.00,Acrylic,0.55,Polyamide,0.21
JDY v neck button up cardigan in blue,£36.00,Acrylic,1.0,NaN,0.0
Reclaimed Vintage spliced space dye jumper in multi,£36.00,Acrylic,1.0,NaN,0.0
Topshop knitted ladder stitch top in black,£36.00,Acrylic,0.5,Viscose,0.5
ASOS DESIGN cable jumper with high neck in cream,£36.00,Acrylic,0.7,Polyester,0.3
Weekday Maggie wool turtle neck jumper with exposed seam detail and wider sleeves in blue melange,£36.00,Wool,1.0,NaN,0.0
ASOS DESIGN boyfriend cardigan with button front in camel ,£36.00,Polyester,0.48,Nylon,0.4
Pull&Bear fine knit ruched long sleeved top in sand,£36.00,Cotton,1.0,NaN,0.0
ASOS DESIGN split front cardigan in cable knit in charcoal,£36.00,Polyester,1.0,NaN,0.0
Only crew neck jumper in cream,£36.00,Polyester,0.93,Nylon,0.04
Abercrombie & Fitch button up cable knit cardigan in cream,£36.00,Polyester,0.51,Nylon,0.36
ASOS DESIGN fitted cardigan in fluffy yarn in brown,£36.00,Polyamide,0.57,Acrylic,0.43
Hollister knitted jumper in cream,£36.00,Cotton,0.6,Nylon,0.2
Vero Moda Curve roll neck jumper in black mono stripe,£36.00,Viscose,0.5,Polyester,0.28
Weekday Unisex Daniel wool blend cable knit jumper in dark grey exclusive to ASOS,£36.00,Polyester,0.53,Wool,0.35
Vero Moda fluffy high neck jumper with turn up sleeves in brown,£36.00,Polyester,0.71,Acrylic,0.25
JDY lightweight v neck jumper in grey,£36.00,Acrylic,0.88,Polyester,0.12
ASOS DESIGN pointelle stitch jumper in boucle yarn in cream,£36.00,Cotton,1.0,NaN,0.0
ASOS DESIGN Petite chunky jumper in dogtooth pattern in lilac,£36.00,Polyester,0.85,Acrylic,0.15
Cotton:On space knit wrap front knit jumper,£36.00,Polyester,1.0,NaN,0.0
ASOS DESIGN Curve jumper in cable with fringe detail in cream,£36.00,Acrylic,0.51,Polyester,0.49
Urban Revivo ribbed roll neck jumper in burgundy,£36.00,Viscose,0.52,Polyester,0.29
ASOS DESIGN Maternity knitted top with sweetheart neck and lace up front detail in dark red,£36.00,Viscose,0.68,Polyamide,0.32
Violet Romance ribbed cropped jumper in flower check print,£36.00,Acrylic,1.0,NaN,0.0
Miss Selfridge fluffy V neck slouchy crop jumper in grey marl ,£36.00,Polyester,0.49,Acrylic,0.42
Miss Selfridge lash knit funnel neck short sleeve top in chocolate,£36.00,Polyamide,0.64,Acrylic,0.36
River Island fluffy knit cardi with gold button detail in cream,£36.00,Nylon,0.68,Acrylic,0.19
Tommy Jeans badge zip thru cable knit jumper in white,£36.00,Polyester,0.73,Polyamide,0.27
Only crew neck jumper in pale blue,£36.00,Polyester,0.93,Nylon,0.04
Bershka ribbed wide sleeve cropped jumper in sand,£36.00,Acrylic,0.43,Polyester,0.29
ASOS DESIGN knitted top with cut out detail in brown metallic yarn,£36.00,Acrylic,0.45,Viscose,0.43
Daisy Street roll neck sloughy jumper in blue space knit,£36.00,Acrylic,1.0,NaN,0.0
JJXX crew neck jumper in white,£36.00,Viscose,0.8,Nylon,0.18
New Look poplin collared knitted top in black,£36.00,Acrylic,0.64,Polyester,0.34
JDY high neck jumper in ombre multi stripe,£36.00,Acrylic,0.56,Polyester,0.24
Bershka roll neck jumper in ecru,£36.00,Acrylic,0.42,Polyester,0.3
ASOS DESIGN wrap front jumper in rib in dusky pink,£36.00,Acrylic,0.76,Polyamide,0.21
Vila high neck knitted jumper with sleeve detail in white,£36.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN Curve knitted top with scoop neck with rib bust detail in dark red,£36.00,Polyester,0.89,Nylon,0.11
Only crochet cropped wide sleeve jumper in cream,£36.00,Cotton,0.7,Polyester,0.3
Reclaimed Vintage striped crop jumper with distressing in mono,£36.00,Acrylic,0.86,Nylon,0.09
Pimkie cable knit jumper in ecru,£36.00,Acrylic,0.68,Polyester,0.2
Mango bardot jumper in light blue,£36.00,Acrylic,0.66,Polyester,0.26
Violet Romance ribbed cropped jumper in abstract colour block,£36.00,Viscose,0.5,Nylon,0.25
Brave Soul high neck striped jumper in monochrome,£36.00,Acrylic,0.72,Polyamide,0.25
Topshop Petite knitted textured cable jumper in green,£36.00,Polyester,0.7,Acrylic,0.2
ASOS DESIGN super soft ribbed cross front top in camel,£36.00,Polyester,0.53,Cotton,0.41
Topshop knitted premium chunky wide rib jumper with wool in ivory,£36.00,Acrylic,0.8,Wool,0.2
Only light knit cardigan in beige,£36.00,Viscose,0.5,Nylon,0.27
Only round neck open knit jumper in multi,£36.00,Acrylic,0.75,Nylon,0.25
ASOS DESIGN crop cable jumper with turn back cuff in cream,£25.99,Polyester,0.7,Nylon,0.2
Pimkie zip through oversized collar jumper in cream,£36.00,Acrylic,0.63,Polyester,0.23
Reclaimed Vintage inspired unisex shrunken laddered jumper in white,£25.99,Acrylic,1.0,NaN,0.0
Pimkie roll neck ribbed cropped jumper in cream,£36.00,Polyester,0.62,Polyamide,0.38
Vero Moda cardigan in grey melange ,£25.99,Polyester,0.8,Viscose,0.2
Bershka chenille zip up cropped jumper in charcoal,£25.99,Polyester,1.0,NaN,0.0
ASOS DESIGN crew neck jumper with wide cuff and split in alpaca blend cream,£36.00,Alpaca,0.34,Nylon,0.34
